Date;Localisation;ESR;Type
2015;Limoges Dépôt;non;Déraillement sans engagement de la voie principale
2015;Vierzon;non;Déraillement sans engagement de la voie principale
2015;Amiens;non;Déraillement sans engagement de la voie principale
2015;Achére Triage - Dépôt;non;Déraillement sans engagement de la voie principale
2015;Strasbourg Gare Haute;non;Déraillement sans engagement de la voie principale
2015;Montluçon-Eau;non;Déraillement sans engagement de la voie principale
2015;Ancenis;non;Déraillement sans engagement de la voie principale
2015;Nevers;non;Déraillement sans engagement de la voie principale
2015;Argenteuil;non;Déraillement sans engagement de la voie principale
2015;Fos-Graveleau;non;Déraillement sans engagement de la voie principale
2015;Perrigny Poste 2;non;Déraillement sans engagement de la voie principale
2015;Chambéry;non;Déraillement sans engagement de la voie principale
2015;Béziers;non;Déraillement sans engagement de la voie principale
2015;Avignon Technicentre;non;Déraillement sans engagement de la voie principale
2015;St Pierre des Corps;non;Déraillement sans engagement de la voie principale
2015;Solliès Pont;non;Déraillement sans engagement de la voie principale
2015;Thionville dépôt;non;Déraillement sans engagement de la voie principale
2015;Tonnerre;non;Franchissement de signal
2015;Lyon Technicente;non;Franchissement de signal
2015;Chambéry Technicentre;non;Franchissement de signal
2015;Munster;non;Franchissement de signal
2015;Longueau;non;Franchissement de signal
2015;Joncherolles;non;Franchissement de signal
2015;Nice;non;Franchissement de signal
2015;Capdenac;non;Franchissement de signal
2015;Quimper;non;Franchissement de signal
2015;Gare de Pont-Cardinet;non;Franchissement de signal
2015;Paris Bercy;non;Franchissement de signal
2015;Anvers;non;Franchissement de signal
2015;Villers en Argonne;non;Franchissement de signal
2015;Hochfelden;non;Franchissement de signal
2015;Massena;non;Franchissement de signal
2015;Gare de Saint Amour;non;Franchissement de signal
2015;Valenton;non;Franchissement de signal
2015;Gare de Saint-Brieuc;non;Franchissement de signal
2015;Bourgoin-Jallieu;non;Franchissement de signal
2015;Pontoise;non;Franchissement de signal
2015;Dijon;non;Franchissement de signal
2015;Bordeaux poste 3;non;Franchissement de signal
2015;Miramas;non;Franchissement de signal
2015;Gare de Trappes Poste 3;non;Franchissement de signal
2015;Dombasle;non;Franchissement de signal
2015;Emerainville;non;Franchissement de signal
2015;Noisy faisceau banlieue;non;Franchissement de signal
2015;Gare de Paris Austerlitz - Massena;non;Franchissement de signal
2015;Besançon-Viotte;non;Franchissement de signal
2015;Noisy le Sec;non;Franchissement de signal
2015;Chantier Paris Ourcq;non;Franchissement de signal
2015;Lyon Guillotière;non;Franchissement de signal
2015;Gare de Rambouillet;non;Franchissement de signal
2015;Saint Denis;non;Franchissement de signal
2015;Lyon Saint Exupéry;non;Franchissement de signal
2015;Dijon Ville;non;Franchissement de signal
2015;Châlons-sur-Saône;non;Franchissement de signal
2015;Villeneuve Triage;non;Franchissement de signal
2015;Hourcade;non;Franchissement de signal
2015;St-Etienne-Bellevue;non;Franchissement de signal
2015;Bordeaux;non;Franchissement de signal
2015;Lestrem;non;Franchissement de signal
2015;DUNKERQUE;non;Franchissement de signal
2015;Saint-Cyprien-Arenes;non;Franchissement de signal
2015;Amiens;non;Franchissement de signal
2015;Batignolles;non;Franchissement de signal
2015;Aubagne;non;Franchissement de signal
2015;Miramas;non;Franchissement de signal
2015;Le Landy;non;Franchissement de signal
2015;Hourcade;non;Franchissement de signal
2015;Bayonne;non;Franchissement de signal
2015;Nantes Blottereau Poste 3;non;Franchissement de signal
2015;PANTIN;non;Franchissement de signal
2015;Hourcade;non;Franchissement de signal
2015;Metz ville;non;Franchissement de signal
2015;Orléans;non;Franchissement de signal
2015;Dreux;non;Franchissement de signal
2015;Gare de Saint-Martin de Tallevende;non;Franchissement de signal
2015;Clermont Ferrand;non;Franchissement de signal
2015;Dijon Technicentre;non;Franchissement de signal
2015;Avignon;non;Franchissement de signal
2015;St Maixent;non;Franchissement de signal
2015;Pontoise;non;Franchissement de signal
2015;Juvisy;non;Franchissement de signal
2015;Clermont-Ferrand;non;Talonnage d’aiguille ou bivoie
2015;La Mothe Achard;non;Talonnage d’aiguille ou bivoie
2015;Perigueux;non;Collision entre trains ou éléments de trains
2015;Colomiers;non;Déshuntage
2015;Chambéry;non;Perte d’organe du matériel roulant
2015;Dieulouard;non;Talonnage d’aiguille ou bivoie
2015;Castre;non;Expédition sans ordre
2015;Tarare;non;Expédition sans ordre
2015;Toulouse Poste 3;non;Point limite d’un pantographe dépassé par une circulation électrique
2015;Bossey;non;Incident caténaire
2015;Grenoble;non;Dégagement de fumée sur matériel roulant
2015;Puyoo;non;Réception intempestive sur voie occupée
2015;Strasbourg Technicentre;non;Accostage brutal
2015;Bréauté;non;Réception intempestive sur voie occupée
2015;Hausbergen;non;Accident de marchandise dangereuse
2015;Biarritz;non;Déraillement
2015;Fos Coussoul;non;Incendie dans un train
2015;Toulouse;non;Départ sans autorisation
2015;Nuits-sous-Ravières;non;Talonnage d’aiguille ou bivoie
2015;Vaires;non;Non respect du point d’arrêt
2015;Metz ville;non;Réception intempestive sur voie occupée
2015;Heming;non;Talonnage d’aiguille ou bivoie
2015;Entre Achères Ville et Eragny Neuville;non;Incident grave de signalisation
2015;Hourcade;non;Réception intempestive sur voie occupée
2015;La Baule Escoublac;non;Talonnage d’aiguille ou bivoie
2015;Ampuis;non;Incident caténaire
2015;Sainte Pazanne;non;Talonnage d’aiguille ou bivoie
2015;Montbéliard;non;Réalimentation intempestive des caténaires
2015;Gare de Lyon;non;Déraillement
2015;Valence;non;Porte ouverte en ligne
2015;Ite Carrieres de Pagnac;non;Défaillance voie
2015;Gare de Thouars;non;Talonnage d’aiguille ou bivoie
2015;Vénissieux;non;Réception intempestive sur voie occupée
2015;Selestat;non;Déraillement
2015;Pavillons-sous-Bois;non;Collision contre obstacle à un passage à niveau
2015;Paris Saint-Lazare;non;Dérive
2015;Paris-Batignolles;non;Dérive
2015;Angoulême;non;Défaillance voie
2015;Pihen;non;Collision contre obstacle
2015;Orléans;non;Perte d’organe du matériel roulant
2015;Reignac;non;Collision contre obstacle
2015;Chalôns en Champagne;non;Collision contre obstacle
2015;Lille Délivrance;non;Talonnage d’aiguille ou bivoie
2015;Vougeot;non;Collision contre obstacle
2015;Jarville la Malgrange;non;Point limite d’un pantographe dépassé par une circulation électrique
2015;Bordeaux;non;Collision entre trains ou éléments de trains
2015;Phalempin;non;Porte ouverte en ligne
2015;Chalais;non;Perte d’organe du matériel roulant
2015;Asnières;non;Talonnage d’aiguille ou bivoie
2015;Puyoo;non;Talonnage d’aiguille ou bivoie
2015;Malesherbes;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Bibliothèque François Mitterrand;non;Porte ouverte en ligne
2015;Laqueuille;non;Non respect du point d’arrêt
2015;Nîmes;non;Engagement de gabarit suite à désemparement de pièce
2015;Batignolles;non;Départ sans autorisation
2015;Le Landy;non;Accident du travail
2015;Valognes;non;Accident de personne
2015;Paris Montparnasse;non;Dérive
2015;Tourcoing;non;Matières dangereuses
2015;Massy Palaiseau;non;Réception intempestive sur voie occupée
2015;Villeneuve Triage;non;Talonnage d’aiguille ou bivoie
2015;Montsoult-Maffliers;non;Circulation de véhicule non autorisée
2015;Achères;non;Départ sans autorisation
2015;Entre Mezy et Condé en Brie;non;Défaillance voie
2015;Sibelin;non;Réception intempestive sur voie occupée
2015;Montlouis sur Loire;non;Collision contre obstacle
2015;Forbach;non;Matières dangereuses
2015;Graveson;non;Boîte chaude
2015;Le Landy;non;Sortie intempestive ou engagement d’un domaine fermé
2015;Albigny Neuville;non;Incident caténaire
2015;Entre Béziers et Sète;non;Accident du travail
2015;Poissy;non;Collision avec enfoncement de heurtoir
2015;Gare de Rennes;non;Dérive
2015;Villefranche - Vernet les Bains;non;Déraillement
2015;Sibelin;non;Incident de marchandise dangereuse
2015;Saint Fons;non;Incident caténaire
2015;Moirans;non;Porte ouverte en ligne
2015;Trilport;non;Réalimentation intempestive des caténaires
2015;THIONVILLE;non;Talonnage d’aiguille ou bivoie
2015;Entre Beillant et Pons;non;Erreur de procédure
2015;Entre Gisors et Trie-Château PL;non;Porte ouverte en ligne
2015;Paris Bercy Conflans;non;Engagement de gabarit
2015;Entre Saint-Germain et Gannat;non;Défaillance voie
2015;Vallorcine;non;Départ sans autorisation
2015;Palais sur Vienne;non;Incendie dans un train
2015;Salbris;non;Collision contre obstacle
2015;Perrigny;non;Talonnage d’aiguille ou bivoie
2015;Gare de Pont-Cardinet;non;Non mise en protection
2015;Entre La Souterraine et Forgevieille;non;Collision contre obstacle
2015;Limoges;non;Collision contre obstacle
2015;Lesquin;non;Défaillance voie
2015;Aix en Provence;non;Engagement de gabarit suite à désemparement de pièce
2015;Berchette;non;Incident grave de signalisation
2015;Brive;non;Défaillance voie
2015;Beillant;non;Défaillance voie
2015;Saint-Etienne Chateaucreux;non;Défaillance voie
2015;Petit Therain;non;Composition non conforme
2015;Lyon Perrache;non;Talonnage d’aiguille ou bivoie
2015;Grenoble;non;Reception sur voie non-electrifiée
2015;Gare de Paris Saint Lazare;non;Dérive
2015;Batignolles;non;Réception intempestive sur voie occupée
2015;St Fons;non;Incident caténaire
2015;Toulouse;non;Collision contre obstacle
2015;Avignon TGV;non;Porte ouverte en ligne
2015;Lille Garolille;non;Dérive
2015;Gare de Pont Cardinet;non;Réception intempestive sur voie occupée
2015;Sotteville;non;Sortie intempestive ou engagement d’un domaine fermé
2015;Bollène La Croisière;non;Talonnage d’aiguille ou bivoie
2015;Belfort;non;Déraillement
2015;Ambérieu;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Gare de Paris Saint Lazare;non;Départ sans autorisation
2015;Iles sur le Doubs;non;Collision contre obstacle à un passage à niveau
2015;Strasbourg Cronenbourg;non;Réception intempestive sur voie occupée
2015;Paris Montparnasse;non;Sortie intempestive ou engagement d’un domaine fermé
2015;Villeneuve Prairie;non;Déraillement
2015;Grenoble;non;Accostage brutal
2015;Argenteuil Triage;non;Réception intempestive sur voie occupée
2015;Trappes;non;Départ sans autorisation
2015;Sotteville Dépôt;non;Collision par prise en écharpe
2015;Belfort;non;Talonnage d’aiguille ou bivoie
2015;St Germain au Mont d’Or;non;Accostage brutal
2015;Paris Saint Lazare;non;Départ sans autorisation
2015;Barisey-la-cote;non;Défaillance voie
2015;ALBERTVILLE;non;Incident caténaire
2015;Gare de Coueron;non;Accident de personne
2015;Paris Charolais;non;Collision avec enfoncement de heurtoir
2015;Serqueux;non;Erreur de procédure
2015;Reims;non;Perte d’organe du matériel roulant
2015;Entre Reuilly et Fontaine Mercurey;non;Incident grave de signalisation
2015;Saint-Denis;non;Incident caténaire
2015;Varennes-sur-Fouzon;non;Collision contre obstacle à un passage à niveau
2015;Bellegarde;non;Incident caténaire
2015;Mantes la Jolie;non;Non alimentation de la conduite principale
2015;Saint-Pierre-Le-Moutier;non;Incident caténaire
2015;Phalempin;non;Non respect du point d’arrêt
2015;Saint-Clément;non;Collision contre obstacle à un passage à niveau
2015;Saint Rambert d'Albon;non;Incendie dans un train
2015;Agde;non;Accident du travail
2015;Batignolles - Poste 3;non;Départ sans autorisation
2015;Lyon;non;Engagement de gabarit suite à désemparement de pièce
2015;Nevers;non;Dégagement de fumée sur matériel roulant
2015;Vitry-la-Ville;non;Collision
2015;Tournon;non;Incident caténaire
2015;Blaisy-bas;non;Collision contre obstacle
2015;Gare de Paris Montparnasse;non;Expédition sans ordre
2015;Gare de Sartrouville;non;Mise en œuvre de travaux en dehors du domaine fermé
2015;Ruelle;non;Incendie dans un train
2015;Gevrey;non;Déraillement
2015;Entre Viviers sur Rhones et Bourg Saint Andeol;non;Raté de fermeture à un passage à niveau
2015;Baroncourt;non;Accident de personne
2015;Nantes;non;Perte d’organe du matériel roulant
2015;Verrey;non;Collision contre obstacle
2015;Saint-Chamas;non;Frein serré
2015;BORDEAUX SAINT-JEAN;non;Evolution vers une voie occupée
2015;Gare de Quimper;non;Incendie dans un train
2015;Gare de Trappes Poste 3;non;Dérive
2015;St Martin-Sail-les-Bains;non;Déshuntage
2015;Valence TGV;non;Perte d’organe du matériel roulant
2015;Paris-Austerlitz Massena;non;Nez à nez
2015;Trappes;non;Erreur grave de procédure
2015;Grenoble Buisserate;non;Marchandises dangereuses
2015;Entre Sotteville & Bif. de Darnetal;non;Collision contre obstacle
2015;Notre Dame de Briançon;non;Incident caténaire
2015;Chateau Thierry;non;Point limite d’un pantographe dépassé par une circulation électrique
2015;Gandrange;non;Talonnage d’aiguille ou bivoie
2015;Lesparre;non;Incident caténaire
2015;Béziers;non;Reception sur voie non-electrifiée
2015;Gare de Redon;non;Perte d’organe du matériel roulant
2015;Plaisir Grignon;non;Défaillance voie
2015;Entre Trêves Burel et Givors Ville;non;Raté de fermeture à un passage à niveau
2015;Chatillon sur Seine;non;Déraillement
2015;Brebieres;non;Collision contre obstacle à un passage à niveau
2015;Saint Pierre des Corps;non;Défaillance voie
2015;Reigner;non;Défaillance voie
2015;Saint Romain le Puy;non;Collision entre trains ou éléments de trains
2015;Paris Est;non;Engagement de gabarit suite à désemparement de pièce
2015;Entre Strasbourg et Selestat;non;Porte ouverte en ligne
2015;Sibelin;non;Incident de marchandise dangereuse
2015;Martres sur Morges;non;Collision contre obstacle à un passage à niveau
2015;Gare d'Alençon;non;Défaillance voie
2015;Bourron Marlotte;non;Accident de personne
2015;Gare de Pont Cardinet;non;Départ sans autorisation
2015;Beaune;non;Réception intempestive sur voie occupée
2015;Trappes;non;Réception intempestive sur voie occupée
2015;Hagondange;non;Réception intempestive sur voie occupée
2015;Entre Montauban et Toulouse;non;Porte ouverte en ligne
2015;Connéré Beillé;non;Départ sans autorisation
2015;Sibelin;non;Matières dangereuses
2015;Saint Etienne;non;Marchandises dangereuses
2015;Dépôt de Chalindrey;non;Dérive
2015;GRAY;non;Talonnage d’aiguille ou bivoie
2015;Nantes Blottereau;non;Déraillement
2015;Quincieux;non;Boîte chaude
2015;Entre Villennes sur Seine et Poissy;non;Boîte chaude
2015;Woippy;non;Réception intempestive sur voie occupée
2015;St-Saulve Valenciennes;non;Talonnage d’aiguille ou bivoie
2015;Entre Piolenc et Roquemaure;non;Sortie intempestive ou engagement d’un domaine fermé
2015;Miramas;non;Talonnage d’aiguille ou bivoie
2015;Pierrelatte;non;Incendie dans un train
2015;Magenta (Paris Est);non;Incident caténaire
2015;Lens;non;Collision entre trains ou éléments de trains
2015;Sibelin;non;Réception intempestive sur voie occupée
2015;St Martin-Sail-les-Bains;non;Talonnage d’aiguille ou bivoie
2015;CHANTENAY;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Arras;non;Electrocution
2015;Bretigny;non;Modification d'itinéraire sous un train
2015;Sainte-Bazeille;non;Collision contre obstacle à un passage à niveau
2015;Rosny Bois Perrier;non;Défaillance voie
2015;Entre Pontoise et Boissy l'Aillerie;non;Circulation de véhicule non autorisée
2015;Bram;non;Défaillance matériel
2015;Evreux;non;Porte ouverte en ligne
2015;Gare d'Achères Triage;non;Déraillement
2015;Monts;non;Avarie au matériel
2015;Beuvraignes;non;Perte d’organe du matériel roulant
2015;Besancon viotte;non;Défaillance voie
2015;Uckange;non;Incident caténaire
2015;Champagne sur Oise;non;Accident de personne
2015;MARMANDE;non;Engagement de gabarit suite à désemparement de pièce
2015;Nuits St Georges;non;Incident caténaire
2015;Trappes;non;Point limite d’un pantographe dépassé par une circulation électrique
2015;Lens Dépôt;non;Collision par prise en écharpe
2015;GEVREY TRIAGE;non;Défaut sur aiguille
2015;Vénissieux dépôt;non;Incident caténaire
2015;Meyrargues;non;Talonnage d’aiguille ou bivoie
2015;Bobigny;non;Nez à nez
2015;Reims;non;Déraillement
2015;Poitiers;non;Réception intempestive sur voie occupée
2015;Achères;non;Déraillement
2015;Entre Saint-Just sur Loire et Le Coteau;non;Incident grave de signalisation
2015;Hourcade;non;Incident de marchandise dangereuse
2015;Gare de bussière-Galant;non;Erreur d’itinéraire
2015;Amiens;non;Talonnage d’aiguille ou bivoie
2015;Oulchy Breny;non;Erreur grave de procédure
2015;PANTIN;non;Accident de personne
2015;La Verrière;non;Collision avec enfoncement de heurtoir
2015;Wattignies Templars;non;Non respect du point d’arrêt
2015;Limoges Dépôt;non;Dérive et collision
2015;Cazères-sur-Garonne;non;Perte d’organe du matériel roulant
2015;Woippy Paloma;non;Collision entre trains ou éléments de trains
2015;Villeneuve les Maguelone;non;Collision contre obstacle
2015;Entre Rethel et Reims;non;Acte de malveillance
2015;Laroche Migennes;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Entre Mezidon et Lecaude;non;Perte d’organe du matériel roulant
2015;Entre Clisson et la Roche sur Yon;non;Porte ouverte en ligne
2015;Nevers;non;Collision contre obstacle
2015;Gare de Nancy Ville;non;Accident de personne
2015;Blainville;non;Réception intempestive sur voie occupée
2015;La Fere;non;Accident de personne
2015;Lyon;non;Sortie intempestive ou engagement d’un domaine fermé
2015;Lyon Perrache;non;Circulation de véhicule non autorisée
2015;Dijon Ville;non;Dérive
2015;Claveyson;non;Erreur grave de procédure
2015;Luneville;non;Dérive
2015;Villeneuve Saint Georges Triage;non;Départ sans autorisation
2015;Neudorf;non;
2015;Entre Redessant et Manduel;non;Collision contre obstacle
2015;Strasbourg;non;Perte d’organe du matériel roulant
2015;Gare saint lazare;non;Incident grave
2015;Hourcade;non;Collision entre trains ou éléments de trains
2015;Rochy-Condé;non;Défaut géométrie voie
2015;EP de Jessains;non;Collision
2015;Lille Délivrance;non;Réception intempestive sur voie occupée
2015;Bordeaux;non;Réception intempestive sur voie occupée
2015;Famechon;non;Quasi accident de travail
2015;entre Villennes sur Seine & Poissy;non;Boîte chaude
2015;Mulhouse;non;Porte ouverte en ligne
2015;Givors;non;Talonnage d’aiguille ou bivoie
2015;Grenoble;non;Talonnage d’aiguille ou bivoie
2015;Saint-Jean Maurienne;non;Boîte chaude
2015;LA FERTE MILON;non;Talonnage d’aiguille ou bivoie
2015;Saint-Die des Vosges;non;Défaillance voie
2015;Condé sur Huisne;non;Collision contre obstacle à un passage à niveau
2015;Folligny;non;Circulation de véhicule non autorisée
2015;Pont de Claix;non;Accident de personne
2015;Mont de Terre;non;Engagement de gabarit suite à désemparement de pièce
2015;Entre Paris Magenta et Paris Hausmann Saint Lazare;non;Autre
2015;Saint-Germain au Mont d'Or;non;Engagement de gabarit suite à désemparement de pièce
2015;PARIS-MONTPARNASSE;non;Départ sans autorisation
2015;Héricourt;non;Collision contre obstacle à un passage à niveau
2015;MARSEILLE BLANCARDE;non;Collision par prise en écharpe
2015;Nice Technicentre;non;Talonnage d’aiguille ou bivoie
2015;Vierzon;non;Talonnage d’aiguille ou bivoie
2015;Noisy le Sec;non;Talonnage d’aiguille ou bivoie
2015;Uckange;non;Talonnage d’aiguille ou bivoie
2015;Toul;non;Délivrance d’un bulletin de franchissement sans vérification
2015;Paris Saint Lazare;non;Départ sans autorisation
2015;St Etienne Chateaucreux;non;Réception intempestive sur voie occupée
2015;Vaires;non;Talonnage d’aiguille ou bivoie
2015;St Denis près Martel;non;Talonnage d’aiguille ou bivoie
2015;Casino Lacroix Laval;non;Perte d’organe du matériel roulant
2015;Paris Gare de Lyon;non;Accostage brutal
2015;Quimper;non;Collision contre obstacle
2015;Aix-les-Bains;non;Collision contre obstacle à un passage à niveau
2015;Monsempron;non;Engagement de gabarit suite à désemparement de pièce
2015;AUTERIVE;non;Talonnage d’aiguille ou bivoie
2015;Romilly;non;Erreur d’itinéraire
2015;Nîmes;non;Engagement de gabarit suite à désemparement de pièce
2015;Fresnoy le Grand;non;Porte ouverte en ligne
2015;Luçon;non;Incendie dans un train
2015;Gare de Paris-Batignolles;non;Départ sans autorisation
2015;Entre Kerhuon et Le Rody;non;Collision contre obstacle à un passage à niveau
2015;Lieusaint;non;Réalimentation intempestive des caténaires
2015;Plateau de Vouille;non;Non respect du point d’arrêt
2015;La Plaine Stade de France;non;Défaillance voie
2015;Entre Houdan et Marchezais;non;Collision contre obstacle à un passage à niveau
2015;Reims;non;Accident de personne
2015;LYON PART DIEU;non;Composition non conforme
2015;Gare de Paris Saint Lazare;non;Départ sans autorisation
2015;Beaune;non;Réception intempestive sur voie occupée
2015;Blanc Misseron;non;Déraillement
2015;Lyon Guillotière;non;Engagement intempestif d’une circulation sur une voie protégée
2015;TARBES;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Juvisy;non;Engagement intempestif d’une circulation sur une voie protégée
2015;Montdidier;non;Expédition sans ordre
2015;Chamonix;non;Talonnage d’aiguille ou bivoie
2015;Brive la Gaillarde;non;Point limite d’un pantographe dépassé par une circulation électrique
2015;Lyon Montluçon;non;Talonnage d’aiguille ou bivoie
2015;Annemasse;non;Talonnage d’aiguille ou bivoie
2015;Vaires sur Marne;non;Réception intempestive sur voie occupée
2015;Javel;non;Talonnage d’aiguille ou bivoie
2015;Trappes;non;Incident caténaire
2015;Entre Grand Combe-La Pise et Alès;non;Défaillance voie
2015;Tarare;non;Dégagement intempestif du domaine fermé
2015;Dannes Camiers;non;Dérive
2015;Lille Délivrance;non;Réception intempestive sur voie occupée
2015;Epinal;non;Incident caténaire
2015;Saint Nazaire;non;Incident caténaire
2015;Nice St Roch;non;Talonnage d’aiguille ou bivoie
2015;Narbonne;non;Dégagement intempestif du domaine fermé
2015;Saint Florentin;non;Déraillement
2015;Miramas;non;Collision entre trains ou éléments de trains
2016;Rennes;non;Porte ouverte en ligne
2016;SAINT JULIEN CLENAY;non;Collision contre un obstacle à un passage à niveau
2016;ENTRE DAMIATTE ST PAUL ET LAVAUR;non;Défaillance voie
2016;HAYBES;non;Collision contre obstacle à un passage à niveau
2016;PELTRE;non;Défaut géométrie voie
2016;MACON;non;Collision avec enfoncement de heurtoir
2016;MUSEE D'ORSAY;non;Pénétration intempestive sur domaine fermé
2016;CHOISY LE ROI;non;Défaut géométrie voie
2016;OSTRICOURT;non;Raté de fermeture à un passage à niveau
2016;AIFFRES;non;Collision contre obstacle à un passage à niveau
2016;THIONVILLE;non;Collision
2016;Perrigny;non;Talonnage d’aiguille ou bivoie
2016;Agen;non;Collision avec enfoncement de heurtoir
2016;Bègles;non;Engagement de gabarit suite à désemparement de pièce
2016;Orléans;non;Franchissement de signal
2016;Laroche Migennes;non;Talonnage d’aiguille ou bivoie
2016;Entre Lapalud et Piolenc;non;Restitution DFV sans dégagement
2016;Forbach;non;Déraillement sans engagement de la voie principale
2016;Tunnel de Saint Laurent;non;Déraillement
2016;URT;non;Défaut géométrie voie
2016;Survilliers;non;Talonnage d’aiguille ou bivoie
2016;Le Bourget;non;Réception intempestive sur voie occupée
2016;Ambérieu;non;Réception intempestive sur voie occupée
2016;COUTRAS;non;Non mise en protection
2016;Gare Nantes Etat;non;Talonnage d’aiguille ou bivoie
2016;Entre Montfort l'Amaury mère et Garancières la Queue;non;Raté de fermeture à un passage à niveau
2016;Souillac;non;Départ sans autorisation
2016;Mulhouse;non;Dérive
2016;Entre Paris Nord et Stade de France;non;Talonnage d’aiguille ou bivoie
2016;Jussy;non;Collision contre obstacle à un passage à niveau
2016;Roubaix;non;Dégagement de fumée sur matériel roulant
2016;Montauban;non;Composition non conforme
2016;Montrabe;non;Engagement de gabarit suite à désemparement de pièce
2016;Entre Cherbourg et Lison;non;Erreur de procédure
2016;Montbard;non;Déraillement
2016;Bully-Grenay;non;Porte non vérroullée
2016;Trappes;non;Déraillement sans engagement de la voie principale
2016;Lutzelbourg;non;Perte d’organe du matériel roulant
2016;Morcenx;non;Accident de marchandise dangereuse
2016;Château Thierry;non;Dépassement de vitesse supérieur à 40km/h
2016;Trappes;non;Dérive
2016;Woippy;non;Collision
2016;Entre Chef du Pont Sainte-Mère et Carentan;non;Franchissement de signal
2016;Mâcon;non;Incident grave de signalisation
2016;Lyon Part-Dieu;non;Incident caténaire
2016;Les Aubrais;non;Déraillement sans engagement de la voie principale
2016;Pons;non;Incendie en gare
2016;Amberieu;non;Circulation de véhicule non autorisée
2016;Saint Pierre des Corps;non;Défaillance voie
2016;Ermont-Eaubonne;non;Franchissement de signal
2016;Aix-les-Bains;non;Arrêt hors de quai de tout ou partie d’un train de voyageurs
2016;Entre Vallorbe et Frasne;non;Collision contre obstacle
2016;Entre Empalot et Toulouse;non;Incident grave de signalisation
2016;THIONVILLE;non;Formation intempestive d'un itinéraire
2016;Combs La Ville;non;Défaut d’immobilisation
2016;Pont à Vendin;non;Collision contre obstacle
2016;Saint-Jory;non;Talonnage d’aiguille ou bivoie
2016;Blainville Damelevieres;non;Talonnage d’aiguille ou bivoie
2016;Paris Est;non;Engagement de gabarit suite à désemparement de pièce
