player_ID	player_extended_name	overall	position	age	height	weight	intl_rep	pace	dribbling	shooting	passing	defending	physicality	att_workrate	def_workrate
7254	Brian Behrendt	70	CB	26	187	85	1	65.0	45.0	53.0	56.0	68.0	75.0	Med	Med
7164	Sebastian Neumann	70	CB	27	188	80	1	52.0	50.0	27.0	45.0	69.0	73.0	Med	Med
7765	Tim Kister	70	CB	31	193	93	1	57.0	41.0	29.0	44.0	69.0	78.0	Med	Med
5825	Hauke Wahl	70	CB	24	189	85	1	59.0	47.0	34.0	35.0	71.0	73.0	Med	Med
4662	Marcel Franke	70	CB	25	193	90	1	50.0	44.0	31.0	41.0	70.0	78.0	Med	Med
5780	Mathias Wittek	70	CB	29	193	88	1	60.0	44.0	43.0	40.0	70.0	77.0	Med	Med
5410	Florian Ballas	70	CB	25	196	96	1	32.0	42.0	32.0	47.0	69.0	72.0	Med	Med
4327	Tobias Schröck	70	CB	25	188	84	1	65.0	64.0	63.0	64.0	69.0	77.0	Med	Med
3031	Christoph Janker	70	CB	33	185	78	1	50.0	50.0	34.0	45.0	71.0	65.0	Med	Med
8450	David Pisot	69	CB	31	186	80	1	70.0	62.0	50.0	56.0	66.0	75.0	Med	Med
8137	Christopher Avevor	69	CB	26	185	88	1	65.0	54.0	39.0	56.0	66.0	75.0	Med	Med
7962	Malcolm Cacutalua	69	CB	23	188	81	1	73.0	48.0	41.0	47.0	70.0	69.0	Med	Med
7964	Steve Breitkreuz	69	CB	26	188	88	1	63.0	54.0	56.0	46.0	68.0	74.0	Med	Med
7183	Dustin Bomheuer	69	CB	27	193	86	1	59.0	54.0	31.0	46.0	68.0	72.0	Med	Med
5411	Sören Gonther	69	CB	31	186	88	1	66.0	44.0	33.0	45.0	69.0	68.0	Med	Med
16672	Stefan Thesker	69	CB	27	190	85	1	45.0	56.0	39.0	49.0	68.0	74.0	Med	Med
16647	Immanuel Höhn	69	CB	26	183	72	1	53.0	57.0	32.0	51.0	69.0	67.0	Med	Med
6290	Kevin Kraus	69	CB	26	190	91	1	49.0	42.0	39.0	44.0	68.0	76.0	Med	Med
16600	Stephan Salger	69	CB	28	183	76	1	72.0	61.0	38.0	60.0	68.0	72.0	Med	Med
5786	Timo Beermann	69	CB	27	188	85	1	52.0	44.0	38.0	44.0	68.0	74.0	Med	Med
5783	Norman Theuerkauf	69	CB	31	183	80	1	57.0	61.0	55.0	62.0	68.0	75.0	Med	Med
9439	Sascha Mockenhaupt	69	CB	27	187	84	1	73.0	51.0	28.0	44.0	68.0	74.0	Med	Med
8155	Marc Hornschuh	68	CB	27	188	82	1	56.0	59.0	40.0	59.0	67.0	66.0	Med	Med
9309	Sebastian Schuppan	68	CB	32	187	83	1	61.0	59.0	49.0	57.0	67.0	75.0	Med	Med
10871	Steven Ruprecht	68	CB	31	196	92	1	50.0	51.0	53.0	50.0	67.0	77.0	Med	Med
8002	Sascha Kotysch	68	CB	30	188	76	1	41.0	50.0	38.0	59.0	69.0	69.0	Med	Med
7984	Nicolai Rapp	68	CB	21	186	82	1	55.0	53.0	34.0	52.0	67.0	70.0	Med	Med
7985	Fabian Kalig	68	CB	25	180	78	1	65.0	56.0	42.0	51.0	66.0	70.0	Med	Med
8822	Christopher Handke	68	CB	29	191	80	1	50.0	41.0	28.0	41.0	68.0	75.0	Med	Med
8815	Steffen Schäfer	68	CB	24	189	82	1	62.0	48.0	27.0	45.0	67.0	70.0	Med	Med
5936	Julian Chabot	68	CB	20	192	89	1	43.0	48.0	27.0	43.0	66.0	76.0	Med	Med
6782	Sebastian Schonlau	68	CB	24	185	77	1	69.0	55.0	36.0	54.0	67.0	71.0	Med	Med
5260	Lukas Mühl	68	CB	21	189	83	1	65.0	57.0	37.0	57.0	65.0	74.0	Med	Med
6722	Bjarne Thoelke	68	CB	26	191	84	1	45.0	55.0	33.0	45.0	67.0	74.0	Med	Med
5415	Jannik Müller	68	CB	24	183	83	1	66.0	50.0	36.0	47.0	67.0	71.0	Med	Med
5360	Marvin Friedrich	68	CB	22	193	78	1	61.0	47.0	36.0	55.0	67.0	68.0	Med	Med
5362	Fabian Schönheim	68	CB	31	191	92	1	70.0	59.0	51.0	64.0	65.0	78.0	Med	Med
14871	Christopher Schorch	67	CB	29	189	80	1	50.0	56.0	33.0	52.0	66.0	73.0	Med	Med
9440	Lion Schweers	67	CB	22	188	81	1	60.0	43.0	31.0	45.0	65.0	73.0	Med	Med
8574	Nils Röseler	67	CB	26	190	70	1	61.0	58.0	35.0	53.0	65.0	71.0	Med	Med
9816	Torben Rehfeldt	66	CB	25	193	85	1	53.0	50.0	41.0	48.0	65.0	71.0	Med	Med
3200	Timo Hübers	66	CB	22	190	82	1	64.0	54.0	39.0	54.0	65.0	71.0	Med	Med
9319	Anthony Syhre	66	CB	23	188	83	1	64.0	36.0	27.0	30.0	65.0	76.0	Med	Med
6784	Marc Endres	66	CB	27	189	83	1	51.0	40.0	27.0	48.0	65.0	72.0	Med	Med
9322	Maximilian Ahlschwede	66	CB	28	186	78	1	73.0	52.0	29.0	48.0	66.0	75.0	Med	Med
11013	Max Ehmer	65	CB	26	188	75	1	58.0	60.0	50.0	55.0	65.0	71.0	Med	Med
14070	Felix Burmeister	65	CB	28	186	82	1	63.0	49.0	37.0	47.0	64.0	70.0	Med	Med
13659	Robert Müller	65	CB	31	187	82	1	65.0	55.0	47.0	49.0	64.0	73.0	Med	Med
12209	Mario Erb	65	CB	28	184	74	1	66.0	57.0	45.0	56.0	63.0	68.0	Med	Med
13642	Marc Stein	65	CB	33	184	75	1	62.0	51.0	48.0	55.0	63.0	74.0	Med	Med
11752	Marcel Gebers	65	CB	32	189	76	1	63.0	40.0	24.0	39.0	64.0	67.0	Med	Med
13916	Martin Stoll	65	CB	35	188	80	1	34.0	49.0	40.0	44.0	66.0	60.0	Med	Med
13818	Paul Jaeckel	65	CB	20	188	80	1	55.0	39.0	33.0	36.0	68.0	64.0	Med	Med
8492	Dominic Volkmer	65	CB	22	194	88	1	51.0	45.0	36.0	42.0	63.0	72.0	Med	Med
10188	Matthias Rahn	65	CB	28	195	92	1	33.0	29.0	22.0	29.0	65.0	72.0	Med	Med
14719	Lars Lukas Mai	64	CB	18	190	88	1	54.0	41.0	30.0	40.0	65.0	70.0	Med	Med
9453	Felix Schiller	64	CB	28	190	80	1	46.0	35.0	30.0	35.0	63.0	76.0	Med	Med
9464	Ole Kittner	64	CB	30	189	83	1	46.0	48.0	38.0	50.0	63.0	68.0	Med	Med
8838	Tobias Müller	64	CB	24	188	79	1	67.0	42.0	26.0	42.0	62.0	70.0	Med	Med
9824	Marian Sarr	64	CB	23	189	83	1	63.0	58.0	39.0	56.0	64.0	61.0	Med	Med
13065	Simon Lorenz	64	CB	21	186	85	1	69.0	51.0	29.0	49.0	62.0	66.0	Med	Med
13067	Jan Mauersberger	64	CB	33	194	93	1	33.0	32.0	28.0	38.0	62.0	69.0	Med	Med
4746	Henri Weigelt	64	CB	20	189	75	1	61.0	41.0	27.0	43.0	65.0	64.0	Med	Med
13069	Felix Weber	64	CB	23	185	82	1	68.0	45.0	29.0	47.0	61.0	73.0	Med	Med
7809	Marcel Seegert	64	CB	24	186	77	1	65.0	52.0	34.0	44.0	62.0	69.0	Med	Med
6809	Christoph Greger	64	CB	21	193	82	1	54.0	38.0	28.0	36.0	63.0	73.0	Med	Med
6813	Josef Welzmüller	64	CB	28	188	75	1	56.0	43.0	27.0	36.0	64.0	70.0	Med	Med
6803	Alexander Winkler	64	CB	26	190	84	1	54.0	37.0	25.0	43.0	62.0	74.0	Med	Med
10886	Boné Uaferro	64	CB	26	191	88	1	62.0	49.0	36.0	43.0	62.0	72.0	Med	Med
11508	Hendrik Starostzik	64	CB	27	189	82	1	47.0	42.0	31.0	37.0	63.0	75.0	Med	Med
10351	Marvin Schulz	64	CB	23	186	77	1	54.0	58.0	47.0	55.0	63.0	66.0	Med	Med
15214	Patrick Mainka	63	CB	23	194	86	1	55.0	47.0	39.0	47.0	63.0	67.0	Med	Med
11527	Tobias Schilk	63	CB	26	188	75	1	73.0	53.0	38.0	52.0	61.0	71.0	Med	Med
3036	Felix Götze	63	CB	20	185	78	1	53.0	44.0	30.0	39.0	64.0	64.0	Med	Med
9340	Hendrik Hansen	63	CB	23	195	88	1	53.0	37.0	28.0	38.0	61.0	75.0	Med	Med
11350	Marius Grösch	63	CB	24	188	80	1	58.0	37.0	23.0	39.0	63.0	71.0	Med	Med
11354	Justin Gerlach	63	CB	28	193	75	1	53.0	39.0	22.0	44.0	64.0	70.0	Med	Med
9456	Maurice Trapp	63	CB	26	191	87	1	53.0	48.0	37.0	46.0	62.0	74.0	Med	Med
8503	Ali Odabas	63	CB	24	187	78	1	68.0	41.0	24.0	42.0	61.0	66.0	Med	Med
9475	Sören Reddemann	63	CB	22	190	79	1	62.0	46.0	31.0	45.0	62.0	69.0	Med	Med
7475	Stephen Sama	63	CB	25	189	87	1	59.0	42.0	25.0	31.0	60.0	73.0	Med	Med
7473	Maximilian Rossmann	63	CB	23	192	90	1	43.0	36.0	30.0	33.0	62.0	76.0	Med	Med
15515	Oliver Steurer	63	CB	23	191	83	1	60.0	47.0	34.0	48.0	61.0	68.0	Med	Med
7215	Thomas Blomeyer	63	CB	22	191	85	1	54.0	52.0	29.0	42.0	61.0	68.0	Med	Med
15544	Stephan Ambrosius	63	CB	19	182	80	1	67.0	45.0	31.0	41.0	62.0	67.0	Med	Med
16019	Florian Mayer	62	CB	20	191	87	1	53.0	41.0	34.0	38.0	63.0	64.0	Med	Med
10905	Moritz Fritz	62	CB	25	192	84	1	56.0	48.0	40.0	47.0	59.0	75.0	Med	Med
2203	Florian Baak	62	CB	19	185	75	1	52.0	46.0	33.0	42.0	59.0	67.0	Med	Med
7785	Steffen Nkansah	62	CB	22	188	78	1	55.0	47.0	30.0	43.0	65.0	59.0	Med	Med
10497	Alexander Sorge	62	CB	25	192	82	1	51.0	40.0	28.0	35.0	61.0	68.0	Med	Med
11539	Fynn Arkenberg	62	CB	22	185	80	1	72.0	55.0	32.0	50.0	61.0	69.0	Med	Med
10244	Korbinian Burger	62	CB	23	189	74	1	58.0	40.0	24.0	44.0	62.0	64.0	Med	Med
16463	Michael Schüler	61	CB	21	187	80	1	72.0	37.0	23.0	32.0	60.0	73.0	Med	Med
16453	Philipp Knechtel	61	CB	22	187	81	1	66.0	50.0	27.0	37.0	60.0	62.0	Med	Med
2413	Jannes Vollert	61	CB	20	186	83	1	54.0	56.0	41.0	55.0	59.0	65.0	Med	Med
16489	Maxime Awoudja	61	CB	20	188	86	1	67.0	41.0	34.0	46.0	59.0	66.0	Med	Med
16405	Patric Pfeiffer	61	CB	19	196	91	1	59.0	49.0	30.0	40.0	60.0	63.0	Med	Med
16315	Nico Beyer	61	CB	22	189	80	1	50.0	40.0	24.0	42.0	59.0	69.0	Med	Med
16409	Yann Aurel Bisseck	61	CB	17	194	83	1	61.0	44.0	33.0	40.0	62.0	65.0	Med	Med
4341	Lukas Gerlspeck	61	CB	20	186	79	1	66.0	50.0	36.0	43.0	61.0	63.0	Med	Med
9368	Max Barnofsky	61	CB	23	191	81	1	54.0	40.0	36.0	36.0	57.0	76.0	Med	Med
4675	Tim Rieder	61	CB	25	186	77	1	53.0	38.0	33.0	35.0	63.0	62.0	Med	Med
8179	Brian Koglin	61	CB	21	186	79	1	68.0	47.0	21.0	45.0	60.0	62.0	Med	Med
16445	Dominik Lanius	61	CB	21	195	85	1	60.0	40.0	32.0	39.0	59.0	72.0	Med	Med
16689	Noel Knothe	60	CB	19	187	81	1	55.0	42.0	33.0	39.0	60.0	60.0	Med	Med
16773	Tobias Fleckstein	60	CB	19	188	65	1	63.0	51.0	24.0	44.0	61.0	52.0	Med	Med
14534	Lukas Gottwalt	58	CB	21	192	84	1	57.0	35.0	29.0	38.0	56.0	66.0	Med	Med
14398	Jannik Borgmann	58	CB	20	196	83	1	54.0	41.0	29.0	41.0	55.0	70.0	Med	Med
14442	Tobias Reithmeir	58	CB	19	190	87	1	56.0	40.0	28.0	34.0	59.0	61.0	Med	Med
14455	Keven Schlotterbeck	58	CB	21	189	84	1	53.0	41.0	21.0	40.0	58.0	57.0	Med	Med
10223	Noah Awassi	58	CB	20	193	83	1	64.0	40.0	30.0	41.0	58.0	62.0	Med	Med
14919	Ahmet Gürleyen	57	CB	19	190	90	1	61.0	38.0	37.0	43.0	52.0	71.0	Med	Med
15133	Max Grundmann	56	CB	20	184	76	1	59.0	41.0	22.0	27.0	55.0	67.0	Med	Med
11789	Yannik Nuxoll	55	CB	21	190	85	1	49.0	33.0	25.0	28.0	54.0	64.0	Med	Med
15458	Valentin Reitstetter	55	CB	20	187	79	1	64.0	48.0	24.0	36.0	54.0	62.0	Med	Med
15512	Tjorve Mohr	55	CB	21	194	84	1	52.0	32.0	26.0	33.0	55.0	59.0	Med	Med
15860	Niklas Kastenhofer	53	CB	19	185	75	1	58.0	40.0	26.0	30.0	52.0	58.0	Med	Med
15891	Simon Haubrock	53	CB	18	186	76	1	57.0	34.0	26.0	34.0	53.0	59.0	Med	Med
15889	Jannik Hoormann	53	CB	19	185	75	1	55.0	35.0	25.0	33.0	52.0	62.0	Med	Med
15895	Sascha Heil	53	CB	19	184	72	1	62.0	32.0	24.0	28.0	55.0	56.0	Med	Med
9854	Antonios Papadopoulos	53	CB	19	185	78	1	64.0	40.0	27.0	28.0	52.0	63.0	Med	Med
13304	James Tarkowski	80	CB	25	192	81	1	59.0	67.0	43.0	67.0	80.0	77.0	Med	Med
581	Rob Holding	74	CB	23	189	75	1	60.0	64.0	34.0	55.0	74.0	73.0	Med	Med
2722	Ben Gibson	74	CB	25	185	78	1	60.0	50.0	26.0	45.0	75.0	72.0	Med	Med
1308	Jack Stephens	74	CB	24	185	75	1	59.0	66.0	42.0	57.0	74.0	69.0	Med	Med
8246	Jack O'Connell	73	CB	24	191	85	1	64.0	54.0	37.0	48.0	73.0	79.0	Med	Med
4523	Tom Lees	73	CB	27	185	73	1	62.0	62.0	36.0	59.0	72.0	74.0	Med	Med
8369	Shaun Hutchinson	73	CB	27	188	80	1	58.0	56.0	29.0	53.0	72.0	81.0	Med	Med
7168	Adam Webster	72	CB	23	191	75	1	68.0	66.0	29.0	52.0	71.0	72.0	Med	Med
7080	Mark Beevers	71	CB	28	193	80	1	51.0	46.0	38.0	44.0	70.0	78.0	Med	Med
8374	Jake Cooper	71	CB	23	193	85	1	54.0	50.0	31.0	47.0	71.0	74.0	Med	Med
16893	Dael Fry	70	CB	21	191	72	1	65.0	51.0	29.0	46.0	70.0	67.0	Med	Med
6064	Michael Mancienne	70	CB	30	186	86	1	74.0	61.0	35.0	54.0	69.0	74.0	Med	Med
11627	Jason Shackell	70	CB	35	193	83	1	46.0	57.0	35.0	51.0	69.0	72.0	Med	Med
13428	Michael Morrison	70	CB	30	183	76	1	50.0	44.0	31.0	50.0	69.0	76.0	Med	Med
13401	David Wheater	70	CB	31	196	87	1	43.0	46.0	44.0	48.0	70.0	76.0	Med	Med
5226	Joe Worrall	70	CB	21	190	90	1	60.0	38.0	25.0	45.0	70.0	75.0	Med	Med
4300	Liam Ridgewell	70	CB	34	188	79	1	64.0	58.0	46.0	60.0	68.0	75.0	Med	Med
4558	Marc Roberts	69	CB	28	193	81	1	58.0	47.0	24.0	40.0	67.0	73.0	Med	Med
13754	Alex Baptiste	69	CB	32	180	74	1	59.0	60.0	38.0	51.0	67.0	71.0	Med	Med
16544	Richard Stearman	69	CB	31	191	76	1	48.0	51.0	39.0	49.0	68.0	74.0	Med	Med
11622	Peter Hartley	68	CB	30	185	89	1	48.0	46.0	34.0	51.0	65.0	81.0	Med	Med
1148	Reece Oxford	68	CB	19	191	78	1	69.0	59.0	33.0	54.0	66.0	68.0	Med	Med
8755	John Mousinho	68	CB	32	186	79	1	54.0	62.0	55.0	58.0	67.0	77.0	Med	Med
3653	Angus MacDonald	68	CB	25	184	70	1	62.0	47.0	26.0	44.0	68.0	70.0	Med	Med
8413	Byron Webster	68	CB	31	191	88	1	51.0	47.0	39.0	46.0	64.0	76.0	Med	Med
8293	Jake Wright	68	CB	32	185	70	1	54.0	46.0	28.0	47.0	68.0	65.0	Med	Med
8331	Chey Dunkley	68	CB	26	188	85	1	58.0	50.0	35.0	43.0	67.0	73.0	Med	Med
663	Matthew Pennington	67	CB	24	185	77	1	64.0	51.0	33.0	53.0	68.0	67.0	Med	Med
3483	Kortney Hause	67	CB	23	191	93	1	61.0	54.0	45.0	56.0	66.0	71.0	Med	Med
9281	Adam Jackson	67	CB	24	187	80	1	52.0	53.0	29.0	41.0	66.0	68.0	Med	Med
6270	Ezri Konsa	66	CB	20	183	77	1	76.0	55.0	38.0	52.0	64.0	67.0	Med	Med
11224	Darius Charles	66	CB	30	185	85	1	61.0	62.0	57.0	52.0	60.0	84.0	Med	Med
11265	Krystian Pearce	66	CB	28	188	95	1	66.0	52.0	30.0	40.0	63.0	79.0	Med	Med
11377	Adedeji Oshilaja	66	CB	25	181	75	1	83.0	57.0	26.0	45.0	64.0	75.0	Med	Med
9596	Scott Wootton	66	CB	27	188	78	1	52.0	55.0	24.0	50.0	66.0	69.0	Med	Med
3485	Ethan Ebanks-Landell	66	CB	25	188	88	1	58.0	53.0	48.0	49.0	66.0	72.0	Med	Med
3657	Reece Burke	66	CB	22	189	81	1	62.0	53.0	28.0	47.0	66.0	67.0	Med	Med
11439	Tom Parkes	65	CB	26	188	79	1	58.0	53.0	33.0	51.0	60.0	79.0	Med	Med
11017	Jordan Willis	65	CB	24	180	70	1	77.0	56.0	25.0	43.0	63.0	71.0	Med	Med
11225	Anthony Stewart	65	CB	26	183	76	1	59.0	47.0	22.0	45.0	64.0	73.0	Med	Med
1806	Tosin Adarabioyo	65	CB	21	196	80	1	52.0	53.0	29.0	43.0	65.0	68.0	Med	Med
13639	Gary Liddle	65	CB	32	185	79	1	48.0	57.0	45.0	56.0	60.0	74.0	Med	Med
13920	Dean Lewington	65	CB	34	183	86	1	44.0	57.0	34.0	59.0	64.0	74.0	Med	Med
11449	Leon Legge	65	CB	33	193	80	1	46.0	40.0	26.0	39.0	62.0	82.0	Med	Med
10408	Harrison McGahey	65	CB	23	187	85	1	79.0	45.0	32.0	50.0	65.0	71.0	Med	Med
9612	Ryan Edwards	65	CB	24	188	76	1	60.0	43.0	34.0	42.0	67.0	67.0	Med	Med
6988	Trevoh Chalobah	65	CB	19	190	75	1	70.0	57.0	37.0	50.0	64.0	67.0	Med	Med
6456	Zak Vyner	65	CB	21	187	68	1	70.0	57.0	31.0	47.0	63.0	69.0	Med	Med
10107	Leon Barnett	64	CB	32	185	72	1	58.0	47.0	34.0	43.0	62.0	76.0	Med	Med
14490	Ro-Shaun Williams	64	CB	20	184	75	1	73.0	52.0	33.0	47.0	63.0	60.0	Med	Med
11991	Johnny Mullins	64	CB	32	180	80	1	62.0	52.0	37.0	51.0	61.0	69.0	Med	Med
10153	John White	64	CB	32	185	78	1	61.0	55.0	35.0	53.0	63.0	71.0	Med	Med
11131	Aaron Martin	64	CB	29	190	76	1	51.0	44.0	39.0	38.0	65.0	68.0	Med	Med
9919	Nathaniel Knight-Percival	64	CB	31	182	73	1	65.0	47.0	30.0	42.0	62.0	74.0	Med	Med
11729	Curtis Tilt	64	CB	27	192	75	1	59.0	37.0	23.0	35.0	64.0	73.0	Med	Med
11832	Omar Sowunmi	64	CB	22	199	93	1	63.0	38.0	34.0	38.0	62.0	81.0	Med	Med
11797	Luke Waterfall	64	CB	28	188	84	1	49.0	42.0	37.0	34.0	63.0	72.0	Med	Med
11389	Rod McDonald	64	CB	26	191	82	1	58.0	55.0	29.0	47.0	62.0	72.0	Med	Med
11473	Oliver Lancashire	64	CB	30	186	75	1	51.0	38.0	30.0	40.0	63.0	73.0	Med	Med
11251	Frankie Kent	64	CB	22	188	76	1	64.0	56.0	30.0	46.0	63.0	70.0	Med	Med
9699	Charlie Goode	63	CB	23	196	75	1	61.0	45.0	26.0	40.0	62.0	68.0	Med	Med
11560	Ashley Eastham	63	CB	27	191	90	1	48.0	45.0	22.0	42.0	60.0	76.0	Med	Med
11983	Farrend Rawson	63	CB	22	193	73	1	58.0	43.0	26.0	41.0	62.0	73.0	Med	Med
11397	Will Nightingale	63	CB	23	185	84	1	69.0	43.0	25.0	34.0	64.0	67.0	Med	Med
4569	Dan Scarr	63	CB	23	188	85	1	64.0	50.0	40.0	45.0	62.0	68.0	Med	Med
10132	Jordan Turnbull	63	CB	23	185	72	1	61.0	50.0	27.0	45.0	61.0	71.0	Med	Med
15688	Mark Ellis	62	CB	30	188	78	1	63.0	44.0	28.0	39.0	59.0	75.0	Med	Med
15670	Keith Lowe	62	CB	33	188	87	1	52.0	45.0	36.0	42.0	61.0	73.0	Med	Med
15706	Jamie Grimes	62	CB	27	188	76	1	59.0	37.0	28.0	42.0	60.0	69.0	Med	Med
11416	Harry Davis	62	CB	27	185	83	1	54.0	42.0	34.0	41.0	62.0	68.0	Med	Med
338	Cameron Humphreys-Grant	62	CB	20	187	80	1	66.0	50.0	32.0	48.0	60.0	67.0	Med	Med
11596	Michael Raynes	62	CB	30	193	76	1	47.0	34.0	26.0	39.0	60.0	75.0	Med	Med
12092	Fraser Franks	62	CB	27	183	69	1	66.0	43.0	40.0	42.0	59.0	75.0	Med	Med
12126	Ben Nugent	62	CB	24	196	83	1	51.0	32.0	35.0	36.0	61.0	72.0	Med	Med
12124	Luke Wilkinson	62	CB	26	188	74	1	55.0	35.0	34.0	37.0	62.0	78.0	Med	Med
11916	George Taft	62	CB	25	191	74	1	55.0	50.0	36.0	52.0	58.0	77.0	Med	Med
11818	Kieran Kennedy	62	CB	25	183	70	1	61.0	43.0	23.0	38.0	61.0	65.0	Med	Med
12349	Alfie Jones	62	CB	20	182	70	1	45.0	42.0	29.0	35.0	64.0	62.0	Med	Med
11754	Ben Heneghan	62	CB	25	195	79	1	45.0	41.0	24.0	39.0	59.0	69.0	Med	Med
12006	William Boyle	61	CB	23	191	84	1	56.0	36.0	27.0	37.0	60.0	71.0	Med	Med
16311	Jack Simpson	61	CB	21	184	83	1	44.0	42.0	33.0	37.0	62.0	60.0	Med	Med
11472	Nathan Smith	61	CB	22	182	72	1	60.0	32.0	25.0	28.0	63.0	72.0	Med	Med
11469	Joe Davis	61	CB	24	183	67	1	54.0	42.0	23.0	33.0	62.0	66.0	Med	Med
16744	Nathan Ferguson	60	CB	18	181	70	1	58.0	38.0	32.0	37.0	63.0	57.0	Med	Med
6475	Emmanuel Onariase	60	CB	21	188	77	1	58.0	49.0	31.0	36.0	58.0	69.0	Med	Med
11468	Macaulay Gillesphey	60	CB	22	180	70	1	45.0	45.0	33.0	48.0	59.0	65.0	Med	Med
8789	Rob Dickie	60	CB	22	183	74	1	62.0	52.0	35.0	43.0	56.0	70.0	Med	Med
6757	Lloyd Jones	60	CB	22	190	75	1	44.0	38.0	30.0	41.0	58.0	60.0	Med	Med
5291	Nathan McGinley	60	CB	22	191	75	1	54.0	47.0	35.0	42.0	60.0	67.0	Med	Med
990	Ben Wilmot	59	CB	18	188	80	1	51.0	29.0	29.0	37.0	58.0	66.0	Med	Med
7008	Luke Woolfenden	59	CB	19	183	70	1	64.0	39.0	27.0	47.0	58.0	59.0	Med	Med
11665	Christian Mbulu	58	CB	22	188	86	1	61.0	46.0	26.0	26.0	57.0	71.0	Med	Med
11069	George Edmundson	58	CB	21	185	75	1	55.0	41.0	27.0	36.0	57.0	66.0	Med	Med
11060	Alex Lacey	58	CB	25	188	75	1	52.0	42.0	31.0	36.0	59.0	63.0	Med	Med
11160	Luke Croll	58	CB	23	185	76	1	64.0	48.0	26.0	40.0	57.0	64.0	Med	Med
9054	Oran Jackson	57	CB	19	187	75	1	59.0	44.0	24.0	34.0	56.0	62.0	Med	Med
14587	Stefan O'Connor	57	CB	21	186	81	1	51.0	43.0	30.0	39.0	55.0	64.0	Med	Med
14615	Robbie McKenzie	57	CB	20	179	79	1	66.0	57.0	38.0	51.0	54.0	61.0	Med	Med
11506	Dion Conroy	57	CB	22	181	78	1	53.0	44.0	24.0	42.0	55.0	60.0	Med	Med
1153	Josh Pask	57	CB	20	187	76	1	62.0	39.0	26.0	38.0	55.0	63.0	Med	Med
14772	Lewis Ritson	57	CB	19	180	64	1	59.0	53.0	37.0	54.0	55.0	54.0	Med	Med
14778	Saul Shotton	57	CB	17	184	75	1	55.0	36.0	23.0	38.0	55.0	62.0	Med	Med
14886	Sam Graham	57	CB	18	187	80	1	75.0	38.0	27.0	33.0	55.0	67.0	Med	Med
15030	Jordan Thompson	56	CB	19	183	76	1	77.0	48.0	31.0	39.0	54.0	61.0	Med	Med
14988	Adam Curry	56	CB	21	187	79	1	63.0	51.0	33.0	46.0	56.0	61.0	Med	Med
4029	Rarmani Edmonds-Green	55	CB	19	181	73	1	57.0	39.0	24.0	32.0	56.0	57.0	Med	Med
11424	Toby Sibbick	55	CB	19	183	69	1	71.0	52.0	29.0	44.0	54.0	62.0	Med	Med
11499	Theo Vassell	55	CB	21	184	70	1	70.0	49.0	26.0	35.0	54.0	65.0	Med	Med
11448	Akin Famewo	55	CB	19	180	66	1	55.0	38.0	21.0	32.0	52.0	66.0	Med	Med
12029	Aden Baldwin	54	CB	21	183	70	1	66.0	39.0	22.0	39.0	51.0	65.0	Med	Med
11951	Harry Darling	54	CB	19	181	75	1	70.0	36.0	23.0	32.0	51.0	67.0	Med	Med
11427	Paul Kalambayi	54	CB	19	183	70	1	57.0	30.0	22.0	28.0	54.0	68.0	Med	Med
